emotion,alphaHigh,alphaLow,betaHigh,betaLow,delta,gammaHigh,gammaLow,theta
3,3128.9,5121.8,2159.2,5872.3,30262.2,540.8,859.6,16755.6
3,3087.1,4673.7,2156.6,5864.2,25209.2,503.5,824.5,16620.9
3,2768.7,3900.1,1906.1,5764.6,19462.5,442.5,744.6,13165.8
3,2803.9,4144.4,1606.5,6091.3,13143.2,428.7,730.5,13385.4
3,3236.7,4657.7,1803.1,6785.9,31149.2,423.5,725.4,14839
3,3152.2,4860.8,1951.1,6826.5,33675.1,529,758.8,14857.9
3,2424.9,5184.7,1910.7,7004.3,36337.3,513.4,762.1,17166.3
3,2181.2,4713.2,1879.7,6726.1,38439.1,511.3,779.2,18598.9
3,5506.3,7121.4,3603.6,9426.1,219369,717.6,1497.6,44722.7
3,5517.2,6472.2,3741.6,9501.5,217715.7,785.8,1560.5,39799.8
3,5908.4,5760.3,3744.6,10202.2,216544.3,799.5,1529.7,38737.2
3,6031.6,5888.8,3912.8,10481.3,215749.9,809.4,1546.1,38473.3
3,6047.5,5709.8,3886.2,10190.7,215855.1,806.2,1586.9,38465.5
3,7192.9,5428,3910,10024.1,216225.9,797.3,1623.5,39980.3
3,6969.9,5098.9,3806.6,9257.2,198954.7,750.7,1546,38554.4
3,7366.9,6227,3877.8,8788.3,196526.6,662,1500.3,38445.4
3,7307.2,5923.1,3786.5,8550.8,193734.6,638.1,1497.9,35716.5
3,7154.7,5907.1,3982.5,8479.5,190090.2,709.4,1474.2,35540.3
3,4248.2,3490.2,2466.2,5670,9337.5,554.1,764.4,11317.6
3,4231.7,3547.5,2389.5,5886.8,6482,535.5,681.2,10431.9
3,3930.7,3555.8,2354.5,5034.1,5940.7,532.6,668,9625
3,3877.6,4042.1,2204.3,4738.8,6447.7,509.5,672.5,9322.3
3,4126.9,4204.9,2286.3,4994.9,6468.7,509.5,729.6,9566.6
3,3644.9,5676.9,3214,7423.9,92785.2,809.9,1331.9,16607.5
3,3460.1,5209.9,3163.2,7254.7,92216.3,801.2,1351.4,16665.6
3,3365.2,4060.9,2921.2,6856.5,92222.3,844.3,1351.6,18516.3
3,4338,4157.8,3421.8,8987.6,138352.9,978.1,1869.7,24501.3
3,11311.6,5382.8,4791.6,13872.2,186971.1,1265.8,2525.3,32949.7
3,10898.6,5570.5,4652.3,13326.3,193195.6,1278.1,2518.1,35729.8
3,11331.4,6018.2,4676.7,13008.7,208522.6,1328.4,2695,42767.4
3,12615,7423.3,5766.7,15183,251922,1550.3,3296.9,57187.2
3,12690.7,7122.3,5843.5,15106.8,252772.6,1552.1,3271.7,57426.5
3,12413.7,7118.9,5781.6,15380.3,253075,1575,3217.1,57529.3
3,11859.9,5979.3,5009.2,13791.6,167747.5,1259.8,2602.8,49052.9
3,12007.2,6000.9,5029.9,14248.6,168441.6,1301.6,2640.6,49252.2
3,11680.9,5787.4,4944.9,14379.6,175261.5,1224.2,2557,47748
3,10753.9,6636.1,4591.6,12886.7,130600.4,1085.7,2072.2,42656.6
3,4192.9,5979.2,3045,7773.4,85015.2,733.7,1417.9,33458
3,4992.4,6616.2,3412.7,8539.7,109925.7,702.9,1687.4,37448.2
3,4461.2,6293.4,3381.6,8350.6,96461,651,1644.8,30292.5
3,3565.9,4891.1,2369.1,7351.2,53824.9,431.8,1099.3,16125.7
3,3659.2,4935.3,2173.7,7839.2,53145.3,453.4,1163,16270.2
3,4126.5,5182.6,2471.2,7876.3,62789.7,443.4,1349.4,21939.3
3,3926.7,5137.9,2338.5,6872.7,61375.6,435.6,1316.3,21801.7
3,3906.5,5526.3,2483.1,6961,60959.8,451.2,1345.1,22019.3
3,6663.2,6443.6,4058.7,8209.4,101573.3,634,1689.5,28124.8
3,7225.7,6289.9,4121.5,7943.6,103674.3,693.9,1766.3,28816.8
3,6971.9,6705.9,4154,8674.2,109239.2,709.1,1754.3,31002.4
3,5926,6022.9,3833.1,8544.3,80613.7,705.5,1674.6,24466.2
3,6181.2,6444.4,3862.5,9538.5,81504.8,658.6,1622.2,24442.6
3,5899.6,7561.4,3936.4,8628.9,85721.3,741.9,1606.6,34430.7
3,6097.3,7443.7,4070,8294.3,87623.3,767.6,1648.2,34778.9
3,7211.2,9312.1,5446.2,8750.1,115067.4,1131.6,1751.5,32856.3
3,7200.1,9157.9,5463.9,8847.4,116090.4,1161.5,1814.6,34344
3,7124.7,8788.4,5297.5,8403.2,116029.6,1155.9,1769.8,33953
3,5172.2,7913.5,3803.9,7930.9,68613.7,1024.5,1455.3,27559.3
3,4551.6,7477,3634,7629.3,64346.4,978.7,1550.4,26338.4
3,4412.6,6218.8,3541.2,6715.6,56758.6,1074.9,1656,23811.2
3,4598.7,6115.5,3743.7,6426.5,53300.5,1126.4,1533.4,21627.5
3,4465.9,5769.1,3594.8,6252.6,50872.8,1153.1,1474.1,21082.3
3,4276,4504.4,3443.2,6333.7,46340.6,1180.9,1489.4,11020
3,3861.4,4653.2,3491,6666.6,45389.2,1165.1,1417.1,11210.5
3,2388.9,2531.7,1890.3,5827,8856,798.3,1184.7,8555.1
3,2627,3507,1844.8,5666,9583.5,881.1,1262,8256
3,2951.4,3555.5,2003,5505.4,26313.1,932.6,1382.9,9894.7
3,2234.7,3932,2157.8,4849.4,26914.5,898,1434.1,11427.7
3,2759.2,5056.4,2702.1,6964.8,65264.5,1424.7,1505.7,13995.7
3,2831.8,5142.4,2896.8,8570.1,64403.5,1377.6,1571.7,14836.9
3,3197.7,5471.4,2633.2,8635.2,64805.2,1334.9,1546,16232.9
3,3769.6,5763,3217.5,10127.4,113841.1,1968.9,2302.2,21513.9
3,3816.3,6309.5,3433.5,9822.5,113771.8,1882.2,2263.3,21253
3,6588.7,6074.7,3812.1,11238.3,153858.8,2015.3,2938.7,29281.7
3,6444.6,5816.3,3678.4,11081.4,158366.7,1993.5,2852.9,27936.4
3,6402.8,5076.3,3670.8,10947.5,158307.3,1900.6,2916.1,28151
3,6791.3,5527.2,3668.3,11514.7,142609.3,1812,2782.1,27265.6
3,7202.1,5626.6,3661.2,11690.9,143969.9,1841.2,2753.2,26727.8
3,6829.4,4741.6,3158.7,9369,106937.8,1378.7,2670.5,24925.5
3,6828,5164.4,3155.1,7810.6,107767.9,1309.8,2620.7,23943.7
3,7095.5,6372.6,3480.4,8704.5,148912.6,1418.5,2827.5,25021.9
3,6436.1,6020.2,2970.6,6647.6,101655.8,800.8,2058.5,20591.8
3,6430,5593.2,2711.4,7169.2,101614.7,787.7,2064.6,20742.2
3,3614,5329.3,2189.8,5525.3,59810.1,678.3,1422.2,12164.1
3,3651.9,5548.8,2228.2,5708.2,54320.2,701.4,1519.6,12376.9
3,3370.9,5105.2,2188.1,5668,52949.1,761.4,1374,11202.6
3,2570.3,5677.3,2069,5232.8,53502,832.4,1595.7,12938.2
3,2396.7,6143.1,2181.3,5204.7,59331.5,806.3,1672.1,12937.9
3,2471.3,5371.8,2464.4,5397.9,58429.6,711.6,1508.8,12281.9
3,2515.1,5085.5,2312.6,6074.3,58533.4,746.7,1458.1,12837.5
3,1817.6,3630.2,2031.8,5225.3,46096.5,630.6,1249.1,12329.5
3,1782.9,3461.9,2035.6,5485.7,44452.4,615.9,1291.8,12875.6
3,1788.2,4326,2053.5,5591.1,44472.3,615.8,1247.6,12949.3
3,2291.1,4338.4,2219.6,6089.1,44582.5,573.1,1326.6,13203.1
3,2625.2,4511.3,2460,6404.3,48099.6,645.6,1307.3,15563.5
3,2710.9,4529.1,2953.8,6606.2,51107.7,630.5,1595.1,19178
3,2994.6,3851.4,3030.7,6668.8,49554.6,560.4,1425.7,16790.9
3,5024.2,4883.2,4318.4,7442.5,84873.4,685.2,2274.5,36165.6
3,5416.9,7933.7,4482,7667.7,118026.4,741.8,2406.2,37113.8
3,5505.5,8098,4456.2,8062,117358.7,693.2,2484.7,36827.8
3,5984.2,8037.9,4756.5,8059.8,89853.7,699.6,2505.4,36013.8
3,6159.8,8524.1,4752.2,8216.1,89925.3,736.4,2514.5,35762.6
3,6413.7,7802.1,4797.7,7701.1,89670.7,814.9,2615.8,35501.2
3,6173.5,7897.4,4688.4,7802.8,89541.4,866.9,2511,34969.3
3,5974.9,8192.8,4747.1,7688.8,86336.8,782.2,2508.4,32389.4
3,6119.2,8344.8,4278.4,7546.4,89202.1,734,2234.7,31070.5
3,6164.9,8010.8,4184.5,7501.1,90315.2,812.8,2267,31226.4
3,3845.1,7102.8,2661,6797.2,49690.3,783,1388.9,11720.8
3,3359.3,4806.8,2322.7,6779.5,19593.9,764.3,1351.1,10873.4
3,3144.8,4465.4,2390.6,6207.1,20022,920.3,1466.2,10624.2
3,3044.3,4628,2086.1,5970,18837.7,929.4,1514.2,10110.9
3,2832,4234.2,2035.5,5438.4,19056.2,865.8,1487.2,9429.6
3,2514.8,4099.8,1969.7,5238.4,26133.4,751.4,1411.2,9677.4
3,2410.1,4138.9,2052.9,4722.6,27386.2,805.6,1676.4,9827.6
3,2759.6,3660.1,1936.4,5133.9,33194,814.6,1655,11694.2
3,2749,4225.4,2307,6578.2,27113.2,922.1,1900.4,10555
3,2443.3,4689.4,2443.4,7182.3,37778.6,885.8,1883.7,11071.2
3,2618.1,3973.9,2476.6,7296,35089,864.5,1898.1,10321.2
3,3315.5,3598.7,2587.9,7829.9,40654.5,882.4,2043.9,9899.3
3,3701.7,4778.6,2773.1,7584,51650,935.1,1940.3,11600.5
3,3680.7,4646.1,3225.4,7687.4,52187.9,929.9,1902.6,11207.8
3,4460.5,4577.9,4294.4,8046.1,55503.1,1015.2,2155,11498.5
3,4894.3,5702.4,4996.6,8754.6,129345,1139.5,2454.8,26576.2
3,5885.1,6213.5,5189.8,8733.9,128470.1,1112,2159.5,26791.3
3,5463.4,6171,5313.1,8587.8,122490.6,1171,2236,25980.2
3,5661.8,5828.8,5136,7403.5,124004.6,1148.5,2015.9,25121.6
3,6013,5505.6,5018.8,6854.8,112937.6,1241.3,2136.3,25147.6
3,5874.1,6088.2,4942.8,6465.3,114560.4,1170.5,2295.7,25929
3,5226.5,5826.2,4684.3,5703.9,105697.3,1199.4,2188.1,25868.2
3,4929.6,5314.5,4497,6167.8,94842.3,1025,2217.8,24558.9
3,4579.4,5505.8,4324.8,6308.8,94429.6,1008.3,2253,24298.1
3,3883.6,5926.5,3306.4,6349.6,90335.9,1023.3,2022.7,25574.1
3,3454.9,4758,2692.9,6083.6,10043.4,1053.2,1867.3,10266.7
3,2351.6,4486.9,2423,7612.5,19424.8,1052.6,1942.6,11424.1
3,2453.1,4378.5,2779.2,7870,19272.3,1039.8,1905.9,11404.3
3,2617.9,3931,2718.9,7960.2,17835.1,983.3,1835.1,11534.1
3,2365.7,3868.2,2649.2,7935.4,17549.5,879.3,1710.5,10997.4
3,2283.4,2971.9,2801.1,8405,16205.4,923.6,1543.6,10071.7
3,2222.8,3386,2959.8,8783.8,16324.1,917.2,1404.2,10136.6
3,2298.5,4050.5,2937.3,8227.1,16320.5,881.4,1395.5,10493.6
3,2320.1,3698.7,2764.6,8835.2,22006.8,897.7,1302.8,11914.9
3,2547.7,3504.8,2733.8,9090.6,34057,939.5,1329.8,13595.1
3,2933.6,4356.8,3532.9,11120.2,66790.1,925,1476.9,17044.8
3,4378,11620.6,5841.4,12232.1,244430.3,1181.8,2683.6,46685.2
3,7731.2,13544.8,6053.8,13198.2,343313.2,1421.8,3308.6,91035.5
3,8060.2,15679.7,7174,16139.2,440787.3,1785,4089.1,97743.5
3,8388.9,15575.8,7193.7,16221.6,439931.5,1803.2,4027,98438.9
3,8494.6,15547.2,7108.1,15622,439491.6,1748.7,4014.8,99575.1
3,8429,15109.3,7292.4,15794.8,440431.5,1684.6,4011.8,99178.8
3,8681.5,13878.8,7385.6,16170.4,439718.2,1727.8,3870.6,98153.2
3,8612.5,13898.5,7213.6,15229.1,433540.7,1684.3,3847.9,96594.7
3,8412.9,13797,7239.9,14662.9,421805.9,1565.2,3809.5,93123.2
3,8089.1,13531.7,6454.5,12706.6,388277.6,1443,3492.5,89665.1
3,6850.1,5880.1,4093.7,9765.6,201746.6,1103.6,2255.1,58362.7
3,3488.7,3958.2,3307,8709.3,102795.6,821.8,1557.7,12944.7
3,2675.4,1814.9,2051.8,5282.4,5455.2,446.7,826.4,5506.9
3,2364.4,1961.8,2276.5,6131.6,5872.9,456.3,922.2,5263.6
3,2559.2,2138.8,2275.5,6648.9,6026.7,499.5,964.6,3721.2
3,2941,2449.8,2127.6,6148,7683.7,661.3,1169.5,6217.5
3,2886,3264.7,1954.6,5969.2,47737.8,735.5,1273.5,7124.5
3,2955.5,3214,2094.7,6577.7,48177.3,759.6,1439.8,7898
3,3245.5,3237.6,2010,6684.1,48031.8,751.4,1560.7,7651.3
3,3266.5,2604.2,1982.2,6589.1,48812,761.3,1573.7,7774.8
3,2979.4,2781.9,2031.5,6821.5,48229.5,773.5,1562.1,8427.6
3,2956.3,2714.2,2013.3,6627.7,51638.4,883.4,1726.7,10215.2
3,2970.1,4351.7,1920,7122,58497.9,854.4,1785.5,14669.2
3,2839.2,4283.5,1840.3,6127.7,57875.7,850.7,1764.2,13853.3
3,2586.1,5095.2,1866.4,6505.7,66381.6,887.4,1881.4,15912.3
3,2530.6,4774.4,1722.5,6773.1,65088.5,867.4,1753.7,14638
3,3571,4392.9,2780.8,8335.6,79848.6,1673.3,2569.9,17065.8
3,3505.6,4816,2768.8,9016.1,79998.2,1676.4,2610.7,17387.3
3,3174.7,4725.3,2980.9,8781.9,80954.8,1770.6,2458.1,18873.3
3,3360.4,4842.1,3055.8,9045.2,80515.9,1774,2466.9,19028.5
3,3313.7,4957.3,3314.2,8944.2,80668.3,1785.3,2457.6,18731.7
3,3375,5353.4,3312.4,8948,78365.3,1746.3,2470.9,17743.6
3,3347.3,4051.4,3441.5,8834.4,71557.4,1763.7,2420.7,14573.4
3,3356.8,4424.3,3419.2,8944.4,71571.1,1817.2,2390.2,15370.1
3,3275.1,3450.5,3482.9,8307.1,63233.6,1750.4,2302,14037.6
3,3368.6,3827.9,3498,8004.7,63045.5,1728.5,2300,15316.4
3,2154,4190.3,2957.5,6271.7,8859.2,876.3,1399.6,14534.1
3,2039.9,4231.6,2967.4,5355,11676.5,923,1235.3,13740.2
3,2340.6,4811.2,2944,5439.8,17684,824.8,1234.6,13450.4
3,2279.6,6281,3076.6,5320.1,20320.9,898.3,1315.3,16180.7
3,2407.8,6042.3,2777.9,5432.4,20113.2,874.1,1336.4,16662.3
3,2211.3,5707.5,2849.4,5222.1,19375,837.8,1222.3,16545.3
3,2409.6,5313.3,2953.6,4990.3,18926.3,824.4,1203.8,15532.7
3,2753.2,5013.5,2863.8,5801.7,19216.8,761.1,1254.6,14552.7
3,2957.2,5401.1,2770.4,6664.1,19840.5,747.5,1193.8,14118.7
3,2561.5,5919,2745.5,7111.4,18381.2,640.7,1233.6,11652.4
3,2680.8,5465.7,2297.5,7768.6,25018.9,637,1291.4,11383.1
3,9206,6125.6,2809.7,12208.2,159075.8,938.8,1861.2,23443.3
3,8862,5419,2647.5,11972.6,154172.1,907.1,1856.1,24241.2
3,10075.8,4509.1,2478.7,11548.4,167884.9,874.3,1882.3,22894.2
3,10170.1,5649.1,2468.8,11457.9,167992.8,986.2,1976.7,23877.1
3,10368.2,5782.8,2368.6,11237.8,168393.4,1017.3,1973.3,24329.2
3,10208.4,6761,2304.1,11214,175657.7,1095.9,2087.5,27091.8
3,10001.7,6854,2803.5,10669.5,176057.7,1081.3,2056,27060.6
3,10188.3,6548.7,3179.9,10292.5,187495.8,1116.3,2096.8,27721.2
3,10338.1,5821.5,3232.2,9969.9,187922.1,1136,1988.9,28592.7
3,10373.8,5794.5,3256.5,9798.7,208326.3,1181.9,1983.2,27258.2
0,18227.9,16207.9,8356.9,16804.6,364846.1,3297.9,3878.6,51684.3
0,7499.1,7005.3,5291.3,13408.1,154566.3,1545.6,2887.2,33594.5
0,8863.9,9261.7,5336.2,13897,163742,1643.6,2891.4,35083.9
0,10546.9,10430.5,5675.3,18623.3,213675.5,1940.1,3216.1,37879.1
0,11389.9,9916.1,5582.4,18595.8,212016.2,1913.9,3202.2,38950.1
0,10247,10013.3,5376.7,17916.4,206345.2,2109.1,3648.6,48750.9
0,8476.4,8419.6,4751.1,13798.2,193816.2,1915.9,3042.9,44738.6
0,8831.5,7618,4463.1,14331.1,161558.4,1866.6,2987.6,40680.7
0,9258.2,8197.1,4645.2,15311.2,150676.1,1832.5,2928.2,41351.3
0,10071.8,8156.4,6766.8,19019.4,197103.6,2029.2,3916.4,42353.2
0,9256.8,8026.4,6458.3,18453.3,193459.8,1888.3,3737,39522.5
0,9243.4,8588.5,6671.2,18334.7,193180.3,1915.7,3729,36582.5
0,7849.2,6206.5,6702.6,17819.4,175250.5,1843.9,3403.4,30084.2
0,5547.1,5025.3,6089.1,13483.8,108581.4,1535.8,2977.4,24523.5
0,4532.3,5192.3,6146.1,13433.2,107268,1546.4,2908.8,23783.6
0,4083.3,5506.6,5161,11942.5,79591.1,1006.9,2012.2,14874.5
0,4420.3,6150.2,5708.7,12121,147748.3,986.1,1987.4,20601.1
0,5156.8,6165.5,6173.7,12554.3,144486.2,978.6,2031,20437.5
0,4662.6,5104.9,5828.3,11385,142473.7,961.8,1965.4,19372.5
0,6019.2,6460,4952.9,13979.1,144930.7,958.7,1378.8,34294.7
0,6250.7,7130.2,5002.9,14118,158718,989,1530.7,36725
0,6530.1,7273.4,4917.6,14139.9,158521.8,1084.2,1603.4,36205.5
0,7115.9,7551.9,4803.3,14879.2,171199.6,1119.3,1611.8,37123.6
0,7087.8,7299.2,5073.3,14450.5,162279.9,1101.2,1689.5,36545.8
0,7982.7,8598.2,5159.4,15440.1,163476.2,1138.9,1718.6,37338.7
0,8951.4,8131.5,5273,16235.3,253922.3,1176.8,1636.7,36639.8
0,8945.9,7948.3,4717,16043,186524.3,1128.8,1731.9,31042.8
0,7971.1,7720,4268,15396.6,182285.5,1191.6,1720.4,30670.8
0,8628.1,11787.7,6568.4,20041.8,223602.6,1505.4,2035.4,42843.7
0,6789.9,11017.4,5555,13554.9,182921.8,1304.1,1774.1,37813.6
0,7290.6,11755.5,7799.2,13953.8,194324.4,1838.7,2034.4,52652.9
0,6802.6,11299.1,7553.4,14186.3,193816.4,1721.5,1967,53026.8
0,7675.1,12149.8,8324.7,14612.4,231960.1,1962.6,2358.3,55787.2
0,8396.2,17037.4,9695.6,15500,292563.9,2429.7,3368.6,62456.4
0,7557.9,15998.6,9511.7,14759.1,295105.9,2394.5,3408.2,63665
0,6388,15350.1,9250.7,13633.1,210722.6,2319.6,3492.8,70409.9
0,6141.5,14985.4,9216,13501.3,210601.4,2279.7,3375,71398.4
0,6191.4,14876.1,9204.6,13420.6,214832.5,2258.6,3423.3,72478
0,5713.4,11463.3,8080.7,12092.8,217486.9,2334.5,3548.1,71946
0,8906.4,15885.1,9964.8,15519.2,224540,2830.7,4800.8,119002.7
0,8094.4,14554.9,7710.4,14799.9,198692.6,2274.9,4501.6,101914
0,9469.7,15072.7,9603.7,19762.8,209876.8,2556.9,5269.6,109788.8
0,7935.9,13938.3,8817.8,19012.2,161400.5,2321.1,4888.3,105712.9
0,7383,8814.2,7109.3,18512.2,99740.1,1858.4,3794.6,98763.6
0,8187,9541.1,7359.2,18364.3,109724.5,1899.2,3895.9,101847.3
0,7843.9,9098.4,7412.5,18148.4,100226.3,1895.8,3781.1,93037.3
0,8012.6,9020.6,7568.6,17906.5,100278.2,1902.4,3770.5,91481.5
0,9683.4,9788.3,10324.9,23660.6,128767.5,2396.9,4436,92232.5
0,9909.4,9770.9,9260.4,20921,107196,2048.3,4095.1,81077.6
0,6323.5,4962.3,7324.9,18228.2,92534.5,1561.7,2928.3,23441.2
0,6872.7,5706.5,8546.8,18933.1,102648.3,1619.6,3174,37094.9
0,7628.2,7727.2,8428.8,16557.6,148228.1,1496.1,3494.7,35604.4
0,16204.5,11847.3,11873.4,18046.6,208623.9,1851.6,4010.8,48917.6
0,16445.4,12517.1,11940.6,17630.8,217103.2,1860.3,4104.6,50757.2
0,15882.1,11690.2,11891.7,18902.6,204491,1842.7,3963.1,45492
0,15962.7,12178.4,11824.4,19336.9,209705.1,1871.3,4002.3,49314.3
0,15772.7,12074.5,11563,19091.6,220961.3,1822.9,3999,50091.8
0,13888.1,11419.4,8999.8,12976.3,188761.6,1325.4,3320.6,49453.1
0,13708.7,10745.9,8988.4,12341.1,166575.8,1308.9,3384.5,49296.8
0,17909.8,15163.5,11427.9,19741.7,242919.5,1942.7,3725.3,69572.2
0,19128.5,14894.1,12353.1,22034.7,343594.7,2139.3,3925.1,79724.5
0,17822.2,12477,10612.7,19683.6,285862.5,1979.4,2835.8,73388.4
0,9614.3,8431,7322.5,18452.6,223083.4,1558.9,2307.6,60167.2
0,9278.5,8074.2,7295.3,18727.1,215485.9,1527.5,2223.1,58740.4
0,11288.6,11066.8,8097.9,20690.7,272351.5,1858.4,2667.7,65147
0,11400,10970.3,7920.8,20793.9,266727.3,1820.6,2667.8,61983.1
0,12042.5,12522.6,9446.2,21945.4,258364.4,2112.7,3974.3,63942.9
0,13196.7,17406.1,9598.8,27216,323799.1,2180,4423.5,77898.6
0,14669.5,20873.6,9781.1,28442.8,325087.9,2183.1,4273,81830
0,11082,16864.9,7269.8,22205.2,251241.1,1564.4,3706.4,62798.9
0,9368.5,16848.5,5027.6,19781.6,143007,1329.1,3245.2,39267.6
0,8688.1,16554.3,5480.2,20987.2,143536.9,1318,3283.1,40041.7
0,8859.7,16650.1,5350.2,20457.5,146202.1,1327.3,3300.3,43276.4
0,8857,16639.5,5265,20416.2,148224.1,1367.4,3492,43264
0,7172.3,14598.1,4448.3,16908.8,127331.7,1052.3,3166.9,37637.7
0,7211.3,14521.8,4418.3,16810.6,125857.4,1088.8,3148.3,38075.7
0,9425.8,17081.1,4302.2,17019.6,184724.1,995.5,2815.8,41772.4
0,8332.3,12088.4,3876.5,11777.3,121464.9,885.1,2237,27412.2
0,6834.4,9276.5,3590.8,10627.2,126459.9,975.8,2297.8,27810.9
0,6703.4,8669.2,3838.7,8641.5,150916.7,973.6,2395.1,27326.5
0,6438.6,8135,3800.7,8001.2,164614.2,913.5,2316,28636.1
0,6345.1,8295,3759.9,7464.5,164452.6,915.8,2302.5,28841.6
0,6403.3,8944.2,3694.5,7435.2,162187,933.1,2396.6,25853.6
0,6350.5,9287.5,4062.1,7547.5,167799.8,975.2,2440.1,37487.3
0,5759.5,7898.5,4387,8379.6,131435,936.6,2288.8,36783.7
0,5542.7,7467.9,4471.8,8366.3,131249,918.1,2271,35206.6
0,2928.4,3325.1,3127.6,7410.8,69382.5,752.9,1346.5,28981.3
0,3372.7,3708.7,3139.5,8186.3,77066.2,820.3,1435.5,28538.7
0,3327.5,3595,3164.8,8591.4,74178.5,738.6,1448.3,23826.3
0,2880.1,3880.4,2939.3,9008,46628.3,750,1467.4,22063.1
0,4783.1,6003.1,4640.1,14189.5,101876.3,957.4,1978.6,26360.5
0,4846.2,5858.8,5070.3,15706.8,162551.5,1139.4,2330.2,28078.4
0,4450.3,5232.9,5105.9,16227.6,169374.3,1103.3,2286.1,27875.6
0,5359.2,6982.4,5032.5,16484,163554,1080.9,2206.4,18033.1
0,5362.5,7067.7,4678.9,17055.8,168930.8,1159.7,2217.7,17804.6
0,5832.8,7269.5,4510.4,16705.9,171524.7,1134.6,2237.3,18079.8
0,6755.4,8037.8,4952.9,17500.1,225471.4,1408.7,2842.3,30156.8
0,11755,10178.7,6980,22084.4,327320.3,1650.6,3139.8,41768
0,11948.8,9871.8,7135.4,21403.8,332393.9,1659.2,3104,44883.9
0,12031.7,10740.4,7135.7,21690.3,333996.5,1715.6,3181.7,46605.8
0,12281.2,9030.9,6444.9,22983.5,291447.1,1865.4,3112.3,47173.5
0,12148.2,9233.2,5561.6,20852.2,232508.9,1742.4,2683.7,44924.3
0,12518.4,9914.8,6601.4,22199.1,250626.6,2076.4,3827.8,55978.3
0,11801,7634.2,6324.1,22298.5,248825,2105.2,3655.2,54594.6
0,12139.2,8153.1,6466.3,21395.1,244841.7,2035.2,3756.6,55112.1
0,11920.1,8346.7,6621.9,21181.8,250727.1,2016.5,3812.9,54773.7
0,10859,7606.9,6405.8,20177.6,196367.7,1744.6,3372.4,43982.4
0,5553.6,5449.1,4550,15220.5,85286.8,1488.1,3088.8,31321.2
0,5370.7,5708.9,4817.3,15646.9,82559.5,1472.8,3113.9,28878.8
0,5336.2,4904.8,4890.1,15645.2,80195.1,1337.3,3058.8,27009.3
0,3389.1,4762.8,3946.9,9229,51625.5,1009.5,2668.7,20431.4
0,3720.6,5234.8,4162.5,9005.6,54723.1,1071.4,2936.9,24676.2
0,3621.6,4603.1,3280.3,7471.4,41489,798.6,1798.8,13617.3
0,3466.7,4899.1,3437.8,7015.9,40579.5,784.5,1871.4,14224.8
0,3776.1,4564,3264.3,8094.9,48551.8,778.6,1829.1,17679.4
0,5538.6,5658.4,3380.8,8432.5,44736,887.2,1947.6,19347.6
0,5576.6,6894.7,3320.2,8429,45831.2,950,1907.6,18734.3
0,5554,6444.2,3525.1,8282.4,45250.8,907,1889.8,18506
0,6682.2,6259.5,3112.8,8095.1,54730.4,880.9,1887.5,21101
0,7122.8,6494.1,3176.5,7945,57358.9,935.8,1797.7,22968
0,7066.2,6568.5,3253.9,8318.1,57324,912.2,1842.6,23051.5
0,6664,6827.9,3138.8,8567,51931.3,829.7,1639.2,18474.2
0,6461,6737.8,3106.1,8903.2,39957.5,764.3,1599.1,18124.8
0,6398.8,6376.8,2895.3,9525.5,40246.5,698.6,1537.6,17314.8
0,9589,9110.8,4144.5,11342.9,116838.2,862.2,2149.4,25596
0,8278.4,8700.3,4518.2,12140.8,168775.5,992,2770.5,26761.7
0,8223.4,7486.8,4440.8,12378.9,180915,917.8,2602.1,27594.1
0,8569.1,7622.2,4198.1,12552.6,182003.7,923.3,2716.5,28609
0,7254.4,8812.3,5148.5,13965,213415,1764.2,3034.2,42445.2
0,6623.9,8634.5,4824.5,13184.8,224659,1704.2,2945.7,41331.5
0,6390.6,8361.2,4671.6,12576.6,227937.9,1699.7,2835.7,40998
0,6747,7572.6,4924.7,13472,228860.6,1633.1,2772.9,40821.5
0,6636.2,7905.1,4842.3,13267.5,230785.3,1694.1,2825.6,41820.9
0,7921.8,9545.1,5030.9,12782.8,252348.7,1701.9,3311,43504.8
0,4566.4,6764.4,3809.3,10089.5,170763.7,1590.8,2638.9,31297.1
0,4185.1,5795.6,3302.6,9003.3,115663,1373.6,1820.2,28836.8
0,4279.5,6830.9,4154,10320.3,170400.7,1529.7,2470.2,34449.8
0,4001.5,6783.8,4092.2,9843.7,169530.3,1498.1,2450.1,34904.4
0,4060.5,5845.3,3231.6,8900.3,124855.5,683,2185.9,19940.3
0,4107.4,5623.6,3427.6,9152,112541.7,762.7,2380.3,19360.1
0,4257.7,5733.3,3476.7,9762.5,108918.2,852.1,2431.2,19791.4
0,4078.7,6043.8,3249.3,9884.8,117777.1,877.9,2457.7,23071.7
0,6420.4,9892.6,4405.6,14471.7,170313.2,1337.9,2865.3,29684.9
0,6033.2,8205.2,4300.8,14013.6,152251.2,1342,2418.9,29017.4
0,5624.1,7965.1,4202,14418.2,147072,1265.7,2521.1,28943.7
0,5686.8,8014.9,4502.1,14383.2,149265.5,1338.3,2543,32728.5
0,6300.1,8539.9,4060.9,15025.2,139449.5,1836.1,2902.4,39312.1
0,6485.6,9515.8,4099.5,16608.7,141681.2,1844.4,2795.4,39601.6
0,6456.2,8969.1,4061.1,15738.8,140045,1970.9,2793,37544.5
0,6331.8,8754.7,3956.5,15933.9,138213.4,2001.4,2695.9,37075.8
0,6955.5,8787.7,4019.6,15927.1,140092,1988.6,2912.1,37587
